Code postal,Localité,Sous-commune,Commune principale,Province
6986,Halleux,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG
6922,Halma,Oui,WELLIN,LUXEMBOURG
3800,Halmaal,Oui,SINT-TRUIDEN,LIMBOURG
5340,Haltinne,Oui,GESVES,NAMUR
6120,Ham-Sur-Heure,Non,HAM-SUR-HEURE,HAINAUT
5190,Ham-Sur-Sambre,Oui,JEMEPPE-SUR-SAMBRE,NAMUR
6840,Hamipré,Oui,NEUFCHÂTEAU,LUXEMBOURG
1785,Hamme,Oui,MERCHTEM,BRABANT FLAMAND
9220,Hamme,Non,HAMME,FLANDRE-ORIENTALE
1320,Hamme-Mille,Oui,BEAUVECHAIN,BRABANT WALLON
4180,Hamoir,Non,HAMOIR,LIEGE
5360,Hamois,Non,HAMOIS,NAMUR
3930,Hamont,Oui,HAMONT-ACHEL,LIMBOURG
6990,Hampteau,Oui,HOTTON,LUXEMBOURG
5580,Han-Sur-Lesse,Oui,ROCHEFORT,NAMUR
8610,Handzame,Oui,KORTEMARK,FLANDRE-OCCIDENTALE
4357,Haneffe,Oui,DONCEEL,LIEGE
4210,Hannêche,Oui,BURDINNE,LIEGE
4280,Hannut,Non,HANNUT,LIEGE
5310,Hanret,Oui,EGHEZÉE,NAMUR
9850,Hansbeke,Oui,DEINZE,FLANDRE-ORIENTALE
6560,Hantes-Wihéries,Oui,ERQUELINNES,HAINAUT
5621,Hanzinelle,Oui,FLORENNES,NAMUR
5621,Hanzinne,Oui,FLORENNES,NAMUR
7321,Harchies,Oui,BERNISSART,HAINAUT
8530,Harelbeke,Non,HARELBEKE,FLANDRE-OCCIDENTALE
1130,Haren,Oui,BRUXELLES,BRUXELLES
3700,Haren,Oui,TONGEREN,LIMBOURG
3840,Haren,Oui,BORGLOON,LIMBOURG
6900,Hargimont,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG
7022,Harmignies,Oui,MONS,HAINAUT
6767,Harnoncourt,Oui,ROUVROY,LUXEMBOURG
6960,Harre,Oui,MANHAY,LUXEMBOURG
6950,Harsin,Oui,NASSOGNE,LUXEMBOURG
7022,Harveng,Oui,MONS,HAINAUT
4920,Harzé,Oui,AYWAILLE,LIEGE
3500,Hasselt,Non,HASSELT,LIMBOURG
5540,Hastière-Lavaux,Oui,HASTIÈRE,NAMUR
5541,Hastière-Par-Delà,Oui,HASTIÈRE,NAMUR
6870,Hatrival,Oui,SAINT-HUBERT,LUXEMBOURG
7120,Haulchin,Oui,ESTINNES,HAINAUT
4730,Hauset,Oui,RAEREN,LIEGE
6929,Haut-Fays,Oui,DAVERDISSE,LUXEMBOURG
1461,Haut-Ittre,Oui,ITTRE,BRABANT WALLON
5537,Haut-Le-Wastia,Oui,ANHÉE,NAMUR
7334,Hautrage,Oui,SAINT-GHISLAIN,HAINAUT
7041,Havay,Oui,QUÉVY,HAINAUT
5370,Havelange,Non,HAVELANGE,NAMUR
5590,Haversin,Oui,CINEY,NAMUR
7531,Havinnes,Oui,TOURNAI,HAINAUT
7021,Havré,Oui,MONS,HAINAUT
3940,Hechtel,Oui,HECHTEL-EKSEL,LIMBOURG
5543,Heer,Oui,HASTIÈRE,NAMUR
3870,Heers,Non,HEERS,LIMBOURG
3740,Hees,Oui,BILZEN,LIMBOURG
8551,Heestert,Oui,ZWEVEGEM,FLANDRE-OCCIDENTALE
2801,Heffen,Oui,MECHELEN,ANVERS
1670,Heikruis,Oui,PEPINGEN,BRABANT FLAMAND
2830,Heindonk,Oui,WILLEBROEK,ANVERS
6700,Heinsch,Oui,ARLON,LUXEMBOURG
8301,Heist-Aan-Zee,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE
2220,Heist-Op-Den-Berg,Non,HEIST-OP-DEN-BERG,ANVERS
1790,Hekelgem,Oui,AFFLIGEM,BRABANT FLAMAND
3870,Heks,Oui,HEERS,LIMBOURG
8587,Helchin,Oui,ESPIERRES-HELCHIN,FLANDRE-OCCIDENTALE
3530,Helchteren,Oui,HOUTHALEN-HELCHTEREN,LIMBOURG
9450,Heldergem,Oui,HAALTERT,FLANDRE-ORIENTALE
3440,Helen-Bos,Oui,ZOUTLEEUW,BRABANT FLAMAND
7830,Hellebecq,Oui,SILLY,HAINAUT
9571,Hemelveerdegem,Oui,LIERDE,FLANDRE-ORIENTALE
2620,Hemiksem,Non,HEMIKSEM,ANVERS
5380,Hemptinne,Oui,FERNELMONT,NAMUR
5620,Hemptinne-Lez-Florennes,Oui,FLORENNES,NAMUR
3840,Hendrieken,Oui,BORGLOON,LIMBOURG
3700,Henis,Oui,TONGEREN,LIMBOURG
7090,Hennuyères,Oui,BRAINE-LE-COMTE,HAINAUT
4841,Henri-Chapelle,Oui,WELKENRAEDT,LIEGE
7090,Henripont,Oui,BRAINE-LE-COMTE,HAINAUT
7350,Hensies,Non,HENSIES,HAINAUT
3971,Heppen,Oui,LEOPOLDSBURG,LIMBOURG
4771,Heppenbach,Oui,AMBLÈVE,LIEGE
6220,Heppignies,Oui,FLEURUS,HAINAUT
6887,Herbeumont,Non,HERBEUMONT,LUXEMBOURG
7050,Herchies,Oui,JURBISE,HAINAUT
3770,Herderen,Oui,RIEMST,LIMBOURG
9310,Herdersem,Oui,AALST,FLANDRE-ORIENTALE
3020,Herent,Non,HERENT,BRABANT FLAMAND
2200,Herentals,Non,HERENTALS,ANVERS
2270,Herenthout,Non,HERENTHOUT,ANVERS
1540,Herfelingen,Oui,HERNE,BRABANT FLAMAND
4728,Hergenrath,Oui,LA CALAMINE,LIEGE
7742,Hérinnes-Lez-Pecq,Oui,PECQ,HAINAUT
3540,Herk-De-Stad,Non,HERK-DE-STAD,LIMBOURG
4681,Hermalle-Sous-Argenteau,Oui,OUPEYE,LIEGE
4480,Hermalle-Sous-Huy,Oui,ENGIS,LIEGE
4680,Hermée,Oui,OUPEYE,LIEGE
5540,Hermeton-Sur-Meuse,Oui,HASTIÈRE,NAMUR
1540,Herne,Non,HERNE,BRABANT FLAMAND
4217,Héron,Non,HÉRON,LIEGE
7911,Herquegies,Oui,FRASNES-LEZ-ANVAING,HAINAUT
7712,Herseaux,Oui,MOUSCRON,HAINAUT
2230,Herselt,Non,HERSELT,ANVERS
4040,Herstal,Non,HERSTAL,LIEGE
3717,Herstappe,Non,HERSTAPPE,LIMBOURG
7522,Hertain,Oui,TOURNAI,HAINAUT
3831,Herten,Oui,WELLEN,LIMBOURG
8020,Hertsberge,Oui,OOSTKAMP,FLANDRE-OCCIDENTALE
4650,Herve,Non,HERVE,LIEGE
9550,Herzele,Non,HERZELE,FLANDRE-ORIENTALE
8501,Heule,Oui,KORTRIJK,FLANDRE-OCCIDENTALE
5377,Heure,Oui,SOMME-LEUZE,NAMUR
4682,Heure-Le-Romain,Oui,OUPEYE,LIEGE
9700,Heurne,Oui,OUDENAARDE,FLANDRE-ORIENTALE
3550,Heusden,Oui,HEUSDEN-ZOLDER,LIMBOURG
9070,Heusden,Oui,DESTELBERGEN,FLANDRE-ORIENTALE
3550,Heusden-Zolder,Non,HEUSDEN-ZOLDER,LIMBOURG
4802,Heusy,Oui,VERVIERS,LIEGE
3191,Hever,Oui,BOORTMEERBEEK,BRABANT FLAMAND
3001,Heverlee,Oui,LEUVEN,BRABANT FLAMAND
1435,Hévillers,Oui,MONT-SAINT-GUIBERT,BRABANT WALLON
6941,Heyd,Oui,DURBUY,LUXEMBOURG
1733,HighCo DATA,,HighCo DATA,
9550,Hillegem,Oui,HERZELE,FLANDRE-ORIENTALE
2880,Hingene,Oui,BORNEM,ANVERS
5380,Hingeon,Oui,FERNELMONT,NAMUR
6984,Hives,Oui,LA ROCHE-EN-ARDENNE,LUXEMBOURG
2660,Hoboken,Oui,ANTWERPEN,ANVERS
4351,Hodeige,Oui,REMICOURT,LIEGE
6987,Hodister,Oui,RENDEUX,LUXEMBOURG
4162,Hody,Oui,ANTHISNES,LIEGE
3320,Hoegaarden,Non,HOEGAARDEN,BRABANT FLAMAND
1560,Hoeilaart,Non,HOEILAART,BRABANT FLAMAND
8340,Hoeke,Oui,DAMME,FLANDRE-OCCIDENTALE
3746,Hoelbeek,Oui,BILZEN,LIMBOURG
3471,Hoeleden,Oui,KORTENAKEN,BRABANT FLAMAND
3840,Hoepertingen,Oui,BORGLOON,LIMBOURG
3730,Hoeselt,Non,HOESELT,LIMBOURG
2940,Hoevenen,Oui,STABROEK,ANVERS
1981,Hofstade,Oui,ZEMST,BRABANT FLAMAND
9308,Hofstade,Oui,AALST,FLANDRE-ORIENTALE
5377,Hogne,Oui,SOMME-LEUZE,NAMUR
4342,Hognoul,Oui,AWANS,LIEGE
7620,Hollain,Oui,BRUNEHAUT,HAINAUT
6637,Hollange,Oui,FAUVILLERS,LUXEMBOURG
8902,Hollebeke,Oui,IEPER,FLANDRE-OCCIDENTALE
4460,Hollogne-Aux-Pierres,Oui,GRÂCE-HOLLOGNE,LIEGE
4250,Hollogne-Sur-Geer,Oui,GEER,LIEGE
3220,Holsbeek,Non,HOLSBEEK,BRABANT FLAMAND
2811,Hombeek,Oui,MECHELEN,ANVERS
4852,Hombourg,Oui,PLOMBIÈRES,LIEGE
6640,Hompré,Oui,VAUX-SUR-SÛRE,LUXEMBOURG
6780,Hondelange,Oui,MESSANCY,LUXEMBOURG
5570,Honnay,Oui,BEAURAING,NAMUR
8830,Hooglede,Non,HOOGLEDE,FLANDRE-OCCIDENTALE
8690,Hoogstade,Oui,ALVERINGEM,FLANDRE-OCCIDENTALE
2320,Hoogstraten,Non,HOOGSTRATEN,ANVERS
4460,Horion-Hozémont,Oui,GRÂCE-HOLLOGNE,LIEGE
7301,Hornu,Oui,BOUSSU,HAINAUT
3870,Horpmaal,Oui,HEERS,LIMBOURG
7060,Horrues,Oui,SOIGNIES,HAINAUT
6990,Hotton,Non,HOTTON,LUXEMBOURG
6724,Houdemont,Oui,HABAY,LUXEMBOURG
7110,Houdeng-Aimeries,Oui,LA LOUVIÈRE,HAINAUT
7110,Houdeng-Goegnies,Oui,LA LOUVIÈRE,HAINAUT
5575,Houdremont,Oui,GEDINNE,NAMUR
6660,Houffalize,Non,HOUFFALIZE,LUXEMBOURG
5563,Hour,Oui,HOUYET,NAMUR
4671,Housse,Oui,BLÉGNY,LIEGE
1476,Houtain-Le-Val,Oui,GENAPPE,BRABANT WALLON
4682,Houtain-Saint-Siméon,Oui,OUPEYE,LIEGE
7812,Houtaing,Oui,ATH,HAINAUT
8377,Houtave,Oui,ZUIENKERKE,FLANDRE-OCCIDENTALE
8630,Houtem,Oui,VEURNE,FLANDRE-OCCIDENTALE
3530,Houthalen,Oui,HOUTHALEN-HELCHTEREN,LIMBOURG
7781,Houthem,Oui,COMINES-WARNETON,HAINAUT
8650,Houthulst,Non,HOUTHULST,FLANDRE-OCCIDENTALE
2235,Houtvenne,Oui,HULSHOUT,ANVERS
3390,Houwaart,Oui,TIELT-WINGE,BRABANT FLAMAND
5530,Houx,Oui,YVOIR,NAMUR
5560,Houyet,Non,HOUYET,NAMUR
2540,Hove,Non,HOVE,ANVERS
7830,Hoves,Oui,SILLY,HAINAUT
7624,Howardries,Oui,BRUNEHAUT,HAINAUT
4520,Huccorgne,Oui,WANZE,LIEGE
9750,Huise,Oui,KRUISEM,FLANDRE-ORIENTALE
7950,Huissignies,Oui,CHIÈVRES,HAINAUT
1654,Huizingen,Oui,BEERSEL,BRABANT FLAMAND
3040,Huldenberg,Non,HULDENBERG,BRABANT FLAMAND
2235,Hulshout,Non,HULSHOUT,ANVERS
5560,Hulsonniaux,Oui,HOUYET,NAMUR
8531,Hulste,Oui,HARELBEKE,FLANDRE-OCCIDENTALE
6900,Humain,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG
1851,Humbeek,Oui,GRIMBERGEN,BRABANT FLAMAND
9630,Hundelgem,Oui,ZWALM,FLANDRE-ORIENTALE
1367,Huppaye,Oui,RAMILLIES,BRABANT WALLON
4500,Huy,Non,HUY,LIEGE
7022,Hyon,Oui,MONS,HAINAUT
8480,Ichtegem,Non,ICHTEGEM,FLANDRE-OCCIDENTALE
9472,Iddergem,Oui,DENDERLEEUW,FLANDRE-ORIENTALE
9506,Idegem,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
8900,Ieper,Non,IEPER,FLANDRE-OCCIDENTALE
9340,Impe,Oui,LEDE,FLANDRE-ORIENTALE
1315,Incourt,Non,INCOURT,BRABANT WALLON
8770,Ingelmunster,Non,INGELMUNSTER,FLANDRE-OCCIDENTALE
8570,Ingooigem,Oui,ANZEGEM,FLANDRE-OCCIDENTALE
1041,International Press Center,,International Press Center,
7801,Irchonwelz,Oui,ATH,HAINAUT
7822,Isières,Oui,ATH,HAINAUT
5032,Isnes,Oui,GEMBLOUX,NAMUR
2222,Itegem,Oui,HEIST-OP-DEN-BERG,ANVERS
1701,Itterbeek,Oui,DILBEEK,BRABANT FLAMAND
1460,Ittre,Non,ITTRE,BRABANT WALLON
4400,Ivoz-Ramet,Oui,FLÉMALLE,LIEGE
1050,Ixelles,Non,IXELLES,BRUXELLES
8870,Izegem,Non,IZEGEM,FLANDRE-OCCIDENTALE
6810,Izel,Oui,CHINY,LUXEMBOURG
8691,Izenberge,Oui,ALVERINGEM,FLANDRE-OCCIDENTALE
6941,Izier,Oui,DURBUY,LUXEMBOURG
8490,Jabbeke,Non,JABBEKE,FLANDRE-OCCIDENTALE
4845,Jalhay,Non,JALHAY,LIEGE
5354,Jallet,Oui,OHEY,NAMUR
5600,Jamagne,Oui,PHILIPPEVILLE,NAMUR
5100,Jambes,Oui,NAMUR,NAMUR
5600,Jamiolle,Oui,PHILIPPEVILLE,NAMUR
6120,Jamioulx,Oui,HAM-SUR-HEURE,HAINAUT
6810,Jamoigne,Oui,CHINY,LUXEMBOURG
1350,Jandrain-Jandrenouille,Oui,ORP-JAUCHE,BRABANT WALLON
1350,Jauche,Oui,ORP-JAUCHE,BRABANT WALLON
1370,Jauchelette,Oui,JODOIGNE,BRABANT WALLON
5570,Javingue,Oui,BEAURAING,NAMUR
4540,Jehay,Oui,AMAY,LIEGE
6880,Jehonville,Oui,BERTRIX,LUXEMBOURG
7012,Jemappes,Oui,MONS,HAINAUT
5580,Jemelle,Oui,ROCHEFORT,NAMUR
5589,Jemelle,,Jemelle,
4101,Jemeppe-Sur-Meuse,Oui,SERAING,LIEGE
5190,Jemeppe-Sur-Sambre,Non,JEMEPPE-SUR-SAMBRE,NAMUR
4357,Jeneffe,Oui,DONCEEL,LIEGE
5370,Jeneffe,Oui,HAVELANGE,NAMUR
3840,Jesseren,Oui,BORGLOON,LIMBOURG
1090,Jette,Non,JETTE,BRUXELLES
3890,Jeuk,Oui,GINGELOM,LIMBOURG
1370,Jodoigne,Non,JODOIGNE,BRABANT WALLON
1370,Jodoigne-Souveraine,Oui,JODOIGNE,BRABANT WALLON
7620,Jollain-Merlin,Oui,BRUNEHAUT,HAINAUT
6280,Joncret,Oui,GERPINNES,HAINAUT
4650,Julémont,Oui,HERVE,LIEGE
6040,Jumet,Oui,CHARLEROI,HAINAUT
4020,Jupille-Sur-Meuse,Oui,LIÈGE,LIEGE
4450,Juprelle,Non,JUPRELLE,LIEGE
7050,Jurbise,Non,JURBISE,HAINAUT
6642,Juseret,Oui,VAUX-SUR-SÛRE,LUXEMBOURG
8600,Kaaskerke,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
8870,Kachtem,Oui,IZEGEM,FLANDRE-OCCIDENTALE
3293,Kaggevinne,Oui,DIEST,BRABANT FLAMAND
7540,Kain,Oui,TOURNAI,HAINAUT
9270,Kalken,Oui,LAARNE,FLANDRE-ORIENTALE
9120,Kallo,Oui,BEVEREN-WAAS,FLANDRE-ORIENTALE
9130,Kallo,Oui,BEVEREN-WAAS,FLANDRE-ORIENTALE
2920,Kalmthout,Non,KALMTHOUT,ANVERS
1910,Kampenhout,Non,KAMPENHOUT,BRABANT FLAMAND
8700,Kanegem,Oui,TIELT,FLANDRE-OCCIDENTALE
3770,Kanne,Oui,RIEMST,LIMBOURG
1880,Kapelle-Op-Den-Bos,Non,KAPELLE-OP-DEN-BOS,BRABANT FLAMAND
2950,Kapellen,Non,KAPELLEN,ANVERS
3381,Kapellen,Oui,GLABBEEK,BRABANT FLAMAND
9970,Kaprijke,Non,KAPRIJKE,FLANDRE-ORIENTALE
8572,Kaster,Oui,ANZEGEM,FLANDRE-OCCIDENTALE
2460,Kasterlee,Non,KASTERLEE,ANVERS
3950,Kaulille,Oui,BOCHOLT,LIMBOURG
3140,Keerbergen,Non,KEERBERGEN,BRABANT FLAMAND
8600,Keiem,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
4367,Kemexhe,Oui,CRISNÉE,LIEGE
8956,Kemmel,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE
9190,Kemzeke,Oui,STEKENE,FLANDRE-ORIENTALE
8581,Kerkhove,Oui,AVELGEM,FLANDRE-OCCIDENTALE
3370,Kerkom,Oui,BOUTERSEM,BRABANT FLAMAND
3800,Kerkom-Bij-Sint-Truiden,Oui,SINT-TRUIDEN,LIMBOURG
9451,Kerksken,Oui,HAALTERT,FLANDRE-ORIENTALE
3510,Kermt,Oui,HASSELT,LIMBOURG
3840,Kerniel,Oui,BORGLOON,LIMBOURG
3472,Kersbeek-Miskom,Oui,KORTENAKEN,BRABANT FLAMAND
2560,Kessel,Oui,NIJLEN,ANVERS
3010,Kessel Lo,Oui,LEUVEN,BRABANT FLAMAND
3640,Kessenich,Oui,KINROOI,LIMBOURG
1755,Kester,Oui,GOOIK,BRABANT FLAMAND
4701,Kettenis,Oui,EUPEN,LIEGE
5060,Keumiée,Oui,SAMBREVILLE,NAMUR
9130,Kieldrecht,Oui,BEVEREN-WAAS,FLANDRE-ORIENTALE
3640,Kinrooi,Non,KINROOI,LIMBOURG
3870,Klein-Gelmen,Oui,HEERS,LIMBOURG
3990,Kleine-Brogel,Oui,PEER,LIMBOURG
3740,Kleine-Spouwen,Oui,BILZEN,LIMBOURG
8420,Klemskerke,Oui,DE HAAN,FLANDRE-OCCIDENTALE
8650,Klerken,Oui,HOUTHULST,FLANDRE-OCCIDENTALE
9940,Kluizen,Oui,EVERGEM,FLANDRE-ORIENTALE
9910,Knesselare,Oui,AALTER,FLANDRE-ORIENTALE
8300,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE
1730,Kobbegem,Oui,ASSE,BRABANT FLAMAND
8680,Koekelare,Non,KOEKELARE,FLANDRE-OCCIDENTALE
1081,Koekelberg,Non,KOEKELBERG,BRUXELLES
3582,Koersel,Oui,BERINGEN,LIMBOURG
8670,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE
3700,Kolmont,Oui,TONGEREN,LIMBOURG
3840,Kolmont,Oui,BORGLOON,LIMBOURG
2500,Koningshooikt,Oui,LIER,ANVERS
3700,Koninksem,Oui,TONGEREN,LIMBOURG
2550,Kontich,Non,KONTICH,ANVERS
8510,Kooigem,Oui,KORTRIJK,FLANDRE-OCCIDENTALE
8000,Koolkerke,Oui,BRUGGE,FLANDRE-OCCIDENTALE
8851,Koolskamp,Oui,ARDOOIE,FLANDRE-OCCIDENTALE
3060,Korbeek-Dijle,Oui,BERTEM,BRABANT FLAMAND
3360,Korbeek-Lo,Oui,BIERBEEK,BRABANT FLAMAND
8610,Kortemark,Non,KORTEMARK,FLANDRE-OCCIDENTALE
3470,Kortenaken,Non,KORTENAKEN,BRABANT FLAMAND
3070,Kortenberg,Non,KORTENBERG,BRABANT FLAMAND
3720,Kortessem,Non,KORTESSEM,LIMBOURG
3890,Kortijs,Oui,GINGELOM,LIMBOURG
8500,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE
3220,Kortrijk-Dutsel,Oui,HOLSBEEK,BRABANT FLAMAND
3850,Kozen,Oui,NIEUWERKERKEN,LIMBOURG
1950,Kraainem,Non,KRAAINEM,BRABANT FLAMAND
8972,Krombeke,Oui,POPERINGE,FLANDRE-OCCIDENTALE
9150,Kruibeke,Non,KRUIBEKE,FLANDRE-ORIENTALE
9770,Kruishoutem,Oui,KRUISEM,FLANDRE-ORIENTALE
3300,Kumtich,Oui,TIENEN,BRABANT FLAMAND
3511,Kuringen,Oui,HASSELT,LIMBOURG
3840,Kuttekoven,Oui,BORGLOON,LIMBOURG
8520,Kuurne,Non,KUURNE,FLANDRE-OCCIDENTALE
3945,Kwaadmechelen,Oui,HAM,LIMBOURG
9690,Kwaremont,Oui,KLUISBERGEN,FLANDRE-ORIENTALE
1320,L'Ecluse,Oui,BEAUVECHAIN,BRABANT WALLON
6464,L'Escaillère,Oui,CHIMAY,HAINAUT
7080,La Bouverie,Oui,FRAMERIES,HAINAUT
4720,La Calamine,Non,LA CALAMINE,LIEGE
7611,La Glanerie,Oui,RUMES,HAINAUT
4987,La Gleize,Oui,STOUMONT,LIEGE
7170,La Hestre,Oui,MANAGE,HAINAUT
1310,La Hulpe,Non,LA HULPE,BRABANT WALLON
7100,La Louvière,Non,LA LOUVIÈRE,HAINAUT
4910,La Reid,Oui,THEUX,LIEGE
6980,La Roche-En-Ardenne,Non,LA ROCHE-EN-ARDENNE,LUXEMBOURG
3400,Laar,Oui,LANDEN,BRABANT FLAMAND
9270,Laarne,Non,LAARNE,FLANDRE-ORIENTALE
6567,Labuissière,Oui,MERBES-LE-CHÂTEAU,HAINAUT
6821,Lacuisine,Oui,FLORENVILLE,LUXEMBOURG
7950,Ladeuze,Oui,CHIÈVRES,HAINAUT
1020,Laeken,Oui,BRUXELLES,BRUXELLES
5550,Laforêt,Oui,VRESSE-SUR-SEMOIS,NAMUR
7890,Lahamaide,Oui,ELLEZELLES,HAINAUT
7522,Lamain,Oui,TOURNAI,HAINAUT
4800,Lambermont,Oui,VERVIERS,LIEGE
6220,Lambusart,Oui,FLEURUS,HAINAUT
4350,Lamine,Oui,REMICOURT,LIEGE
4210,Lamontzée,Oui,BURDINNE,LIEGE
6767,Lamorteau,Oui,ROUVROY,LUXEMBOURG
8600,Lampernisse,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
3620,Lanaken,Non,LANAKEN,LIMBOURG
4600,Lanaye,Oui,VISÉ,LIEGE
9850,Landegem,Oui,DEINZE,FLANDRE-ORIENTALE
6111,Landelies,Oui,MONTIGNY-LE-TILLEUL,HAINAUT
3400,Landen,Non,LANDEN,BRABANT FLAMAND
5300,Landenne,Oui,ANDENNE,NAMUR
9860,Landskouter,Oui,OOSTERZELE,FLANDRE-ORIENTALE
5651,Laneffe,Oui,WALCOURT,NAMUR
3201,Langdorp,Oui,AARSCHOT,BRABANT FLAMAND
8920,Langemark,Oui,LANGEMARK-POELKAPELLE,FLANDRE-OCCIDENTALE
3650,Lanklaar,Oui,DILSEN-STOKKEM,LIMBOURG
7800,Lanquesaint,Oui,ATH,HAINAUT
4450,Lantin,Oui,JUPRELLE,LIEGE
4300,Lantremange,Oui,WAREMME,LIEGE
7622,Laplaigne,Oui,BRUNEHAUT,HAINAUT
8340,Lapscheure,Oui,DAMME,FLANDRE-OCCIDENTALE
1380,Lasne-Chapelle-Saint-Lambert,Oui,LASNE,BRABANT WALLON
1370,Lathuy,Oui,JODOIGNE,BRABANT WALLON
4261,Latinne,Oui,BRAIVES,LIEGE
6761,Latour,Oui,VIRTON,LUXEMBOURG
3700,Lauw,Oui,TONGEREN,LIMBOURG
8930,Lauwe,Oui,MENEN,FLANDRE-OCCIDENTALE
6681,Lavacherie,Oui,SAINTE-ODE,LUXEMBOURG
5580,Lavaux-Sainte-Anne,Oui,ROCHEFORT,NAMUR
4217,Lavoir,Oui,HÉRON,LIEGE
5670,Le Mesnil,Oui,VIROINVAL,NAMUR
7070,Le Roeulx,Non,LE ROEULX,HAINAUT
5070,Le Roux,Oui,FOSSES-LA-VILLE,NAMUR
9280,Lebbeke,Non,LEBBEKE,FLANDRE-ORIENTALE
9340,Lede,Non,LEDE,FLANDRE-ORIENTALE
9050,Ledeberg,Oui,GENT,FLANDRE-ORIENTALE
8880,Ledegem,Non,LEDEGEM,FLANDRE-OCCIDENTALE
3061,Leefdaal,Oui,BERTEM,BRABANT FLAMAND
1755,Leerbeek,Oui,GOOIK,BRABANT FLAMAND
6142,Leernes,Oui,FONTAINE-L'EVÊQUE,HAINAUT
6530,Leers-Et-Fosteau,Oui,THUIN,HAINAUT
7730,Leers-Nord,Oui,ESTAIMPUIS,HAINAUT
2811,Leest,Oui,MECHELEN,ANVERS
9620,Leeuwergem,Oui,ZOTTEGEM,FLANDRE-ORIENTALE
8432,Leffinge,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
6860,Léglise,Non,LÉGLISE,LUXEMBOURG
5590,Leignon,Oui,CINEY,NAMUR
8691,Leisele,Oui,ALVERINGEM,FLANDRE-OCCIDENTALE
8600,Leke,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
1502,Lembeek,Oui,HALLE,BRABANT FLAMAND
9971,Lembeke,Oui,KAPRIJKE,FLANDRE-ORIENTALE
9820,Lemberge,Oui,MERELBEKE,FLANDRE-ORIENTALE
8860,Lendelede,Non,LENDELEDE,FLANDRE-OCCIDENTALE
7870,Lens,Non,LENS,HAINAUT
4280,Lens-Saint-Remy,Oui,HANNUT,LIEGE
4250,Lens-Saint-Servais,Oui,GEER,LIEGE
4360,Lens-Sur-Geer,Oui,OREYE,LIEGE
3970,Leopoldsburg,Non,LEOPOLDSBURG,LIMBOURG
4560,Les Avins,Oui,CLAVIER,LIEGE
6811,Les Bulles,Oui,CHINY,LUXEMBOURG
6830,Les Hayons,Oui,BOUILLON,LUXEMBOURG
4317,Les Waleffes,Oui,FAIMES,LIEGE
7621,Lesdain,Oui,BRUNEHAUT,HAINAUT
7860,Lessines,Non,LESSINES,HAINAUT
5580,Lessive,Oui,ROCHEFORT,NAMUR
6953,Lesterny,Oui,NASSOGNE,LUXEMBOURG
5170,Lesve,Oui,PROFONDEVILLE,NAMUR
9521,Letterhoutem,Oui,SINT-LIEVENS-HOUTEM,FLANDRE-ORIENTALE
6500,Leugnies,Oui,BEAUMONT,HAINAUT
9700,Leupegem,Oui,OUDENAARDE,FLANDRE-ORIENTALE
3630,Leut,Oui,MAASMECHELEN,LIMBOURG
3000,Leuven,Non,LEUVEN,BRABANT FLAMAND
5310,Leuze,Oui,EGHEZÉE,NAMUR
7900,Leuze-En-Hainaut,Non,LEUZE-EN-HAINAUT,HAINAUT
6500,Leval-Chaudeville,Oui,BEAUMONT,HAINAUT
7134,Leval-Trahegnies,Oui,BINCHE,HAINAUT
6238,Liberchies,Oui,PONT-À-CELLES,HAINAUT
6890,Libin,Non,LIBIN,LUXEMBOURG
6800,Libramont-Chevigny,Non,LIBRAMONT-CHEVIGNY,LUXEMBOURG
2460,Lichtaart,Oui,KASTERLEE,ANVERS
8810,Lichtervelde,Non,LICHTERVELDE,FLANDRE-OCCIDENTALE
1770,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND
9400,Lieferinge,Oui,NINOVE,FLANDRE-ORIENTALE
4000,Liège,Non,LIÈGE,LIEGE
4020,Liège,Non,LIÈGE,LIEGE
4099,Liège X,,Liège X,
2500,Lier,Non,LIER,ANVERS
4990,Lierneux,Non,LIERNEUX,LIEGE
5310,Liernu,Oui,EGHEZÉE,NAMUR
4042,Liers,Oui,HERSTAL,LIEGE
2870,Liezele,Oui,PUURS-SINT-AMANDS,ANVERS
7812,Ligne,Oui,ATH,HAINAUT
4254,Ligney,Oui,GEER,LIEGE
5140,Ligny,Oui,SOMBREFFE,NAMUR
2275,Lille,Non,LILLE,ANVERS
2040,Lillo,Oui,ANTWERPEN,ANVERS
1428,Lillois-Witterzée,Oui,BRAINE-L'ALLEUD,BRABANT WALLON
